Date,Area Type,Area Name,Age,Economic Activity,Employment Status,Employment Type,Gender,Value
Apr 2020-Mar 2021,Local Authority,Havering,All aged 16 & over,Inactive ,,, Females ,39500
Apr 2020-Mar 2021,Local Authority,Hillingdon,All aged 16 & over,Inactive ,,, Females ,38000
Apr 2020-Mar 2021,Local Authority,Hounslow,All aged 16 & over,Inactive ,,, Females ,41100
Apr 2020-Mar 2021,Local Authority,Islington,All aged 16 & over,Inactive ,,, Females ,32000
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,All aged 16 & over,Inactive ,,, Females ,30600
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,All aged 16 & over,Inactive ,,, Females ,21900
Apr 2020-Mar 2021,Local Authority,Lambeth,All aged 16 & over,Inactive ,,, Females ,33000
Apr 2020-Mar 2021,Local Authority,Lewisham,All aged 16 & over,Inactive ,,, Females ,32100
Apr 2020-Mar 2021,Local Authority,Merton,All aged 16 & over,Inactive ,,, Females ,29200
Apr 2020-Mar 2021,Local Authority,Newham,All aged 16 & over,Inactive ,,, Females ,40900
Apr 2020-Mar 2021,Local Authority,Redbridge,All aged 16 & over,Inactive ,,, Females ,48900
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,All aged 16 & over,Inactive ,,, Females ,29500
Apr 2020-Mar 2021,Local Authority,Southwark,All aged 16 & over,Inactive ,,, Females ,33500
Apr 2020-Mar 2021,Local Authority,Sutton,All aged 16 & over,Inactive ,,, Females ,33100
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,All aged 16 & over,Inactive ,,, Females ,34500
Apr 2020-Mar 2021,Local Authority,Waltham Forest,All aged 16 & over,Inactive ,,, Females ,34100
Apr 2020-Mar 2021,Local Authority,Wandsworth,All aged 16 & over,Inactive ,,, Females ,33300
Apr 2020-Mar 2021,Local Authority,Westminster,All aged 16 & over,Inactive ,,, Females ,38200
Apr 2020-Mar 2021,Region,London,All aged 16 & over,Inactive ,,, Females ,1244400
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Employees , Males ,36900
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Employees , Males ,85000
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Employees , Males ,46600
Apr 2020-Mar 2021,Local Authority,Brent,Aged 16-64,Active ,In employment ,Employees , Males ,62000
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Employees , Males ,74400
Apr 2020-Mar 2021,Local Authority,Camden,Aged 16-64,Active ,In employment ,Employees , Males ,50500
Apr 2020-Mar 2021,Local Authority,City of London,Aged 16-64,Active ,In employment ,Employees , Males ,8800
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Employees , Males ,81300
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Employees , Males ,79000
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Employees , Males ,60700
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Employees , Males ,66500
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Employees , Males ,68100
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Employees , Males ,46100
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Employees , Males ,58200
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Employees , Males ,43300
Apr 2020-Mar 2021,Local Authority,Havering,Aged 16-64,Active ,In employment ,Employees , Males ,60100
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Employees , Males ,73100
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Employees , Males ,59500
Apr 2020-Mar 2021,Local Authority,Islington,Aged 16-64,Active ,In employment ,Employees , Males ,53300
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Employees , Males ,23200
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Employees , Males ,44500
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Employees , Males ,89600
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Employees , Males ,73700
Apr 2020-Mar 2021,Local Authority,Merton,Aged 16-64,Active ,In employment ,Employees , Males ,49000
Apr 2020-Mar 2021,Local Authority,Newham,Aged 16-64,Active ,In employment ,Employees , Males ,93200
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Employees , Males ,55800
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Employees , Males ,40100
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Employees , Males ,66300
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Employees , Males ,37300
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Employees , Males ,90100
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Employees , Males ,62100
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Employees , Males ,80000
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Employees , Males ,53600
Apr 2020-Mar 2021,Region,London,Aged 16-64,Active ,In employment ,Employees , Males ,1971800
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Employees , Females ,36900
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Employees , Females ,70900
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Employees , Females ,57200
Apr 2020-Mar 2021,Local Authority,Brent,Aged 16-64,Active ,In employment ,Employees , Females ,63000
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Employees , Females ,67900
Apr 2020-Mar 2021,Local Authority,Camden,Aged 16-64,Active ,In employment ,Employees , Females ,47000
Apr 2020-Mar 2021,Local Authority,City of London,Aged 16-64,Active ,In employment ,Employees , Females ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Employees , Females ,82000
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Employees , Females ,64800
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Employees , Females ,68800
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Employees , Females ,62700
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Employees , Females ,71600
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Employees , Females ,36100
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Employees , Females ,59900
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Employees , Females ,42600
Apr 2020-Mar 2021,Local Authority,Havering,Aged 16-64,Active ,In employment ,Employees , Females ,53800
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Employees , Females ,62400
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Employees , Females ,59700
Apr 2020-Mar 2021,Local Authority,Islington,Aged 16-64,Active ,In employment ,Employees , Females ,57200
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Employees , Females ,31100
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Employees , Females ,33800
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Employees , Females ,79700
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Employees , Females ,75000
Apr 2020-Mar 2021,Local Authority,Merton,Aged 16-64,Active ,In employment ,Employees , Females ,44700
Apr 2020-Mar 2021,Local Authority,Newham,Aged 16-64,Active ,In employment ,Employees , Females ,71000
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Employees , Females ,65500
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Employees , Females ,37600
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Employees , Females ,89500
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Employees , Females ,44600
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Employees , Females ,71000
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Employees , Females ,50800
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Employees , Females ,81100
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Employees , Females ,45600
Apr 2020-Mar 2021,Region,London,Aged 16-64,Active ,In employment ,Employees , Females ,1888900
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Self Employed , Males ,8100
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Self Employed , Males ,22900
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Self Employed , Males ,10200
Apr 2020-Mar 2021,Local Authority,Brent,Aged 16-64,Active ,In employment ,Self Employed , Males ,18200
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Self Employed , Males ,10000
Apr 2020-Mar 2021,Local Authority,Camden,Aged 16-64,Active ,In employment ,Self Employed , Males ,16200
Apr 2020-Mar 2021,Local Authority,City of London,Aged 16-64,Active ,In employment ,Self Employed , Males ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Self Employed , Males ,12400
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Self Employed , Males ,22200
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Self Employed , Males ,7800
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Self Employed , Males ,12400
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Self Employed , Males ,9400
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Self Employed , Males ,12300
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Self Employed , Males ,16800
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Self Employed , Males ,15300
Apr 2020-Mar 2021,Local Authority,Havering,Aged 16-64,Active ,In employment ,Self Employed , Males ,12500
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Self Employed , Males ,14800
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Self Employed , Males ,6500
Apr 2020-Mar 2021,Local Authority,Islington,Aged 16-64,Active ,In employment ,Self Employed , Males ,8900
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Self Employed , Males ,10000
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Self Employed , Males ,9600
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Self Employed , Males ,13800
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Self Employed , Males ,14600
Apr 2020-Mar 2021,Local Authority,Merton,Aged 16-64,Active ,In employment ,Self Employed , Males ,9100
Apr 2020-Mar 2021,Local Authority,Newham,Aged 16-64,Active ,In employment ,Self Employed , Males ,20300
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Self Employed , Males ,17400
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Self Employed , Males ,11800
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Self Employed , Males ,12100
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Self Employed , Males ,15100
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Self Employed , Males ,11100
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Self Employed , Males ,15100
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Self Employed , Males ,14100
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Self Employed , Males ,11800
Apr 2020-Mar 2021,Region,London,Aged 16-64,Active ,In employment ,Self Employed , Males ,422600
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Self Employed , Females ,5800
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Self Employed , Females ,11100
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Self Employed , Females ,5700
Apr 2020-Mar 2021,Local Authority,Brent,Aged 16-64,Active ,In employment ,Self Employed , Females ,10000
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Self Employed , Females ,12900
Apr 2020-Mar 2021,Local Authority,Camden,Aged 16-64,Active ,In employment ,Self Employed , Females ,14500
Apr 2020-Mar 2021,Local Authority,City of London,Aged 16-64,Active ,In employment ,Self Employed , Females ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Self Employed , Females ,10600
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Self Employed , Females ,10400
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Self Employed , Females ,8700
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Self Employed , Females ,7900
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 16-64,Active ,In employment ,Self Employed , Females ,8300
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 16-64,Active ,In employment ,Self Employed , Females ,2500
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 16-64,Active ,In employment ,Self Employed , Females ,10200
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 16-64,Active ,In employment ,Self Employed , Females ,4100
Apr 2020-Mar 2021,Local Authority,Havering,Aged 16-64,Active ,In employment ,Self Employed , Females ,2600
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 16-64,Active ,In employment ,Self Employed , Females ,5500
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 16-64,Active ,In employment ,Self Employed , Females ,5200
Apr 2020-Mar 2021,Local Authority,Islington,Aged 16-64,Active ,In employment ,Self Employed , Females ,9700
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 16-64,Active ,In employment ,Self Employed , Females ,9400
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 16-64,Active ,In employment ,Self Employed , Females ,5900
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 16-64,Active ,In employment ,Self Employed , Females ,10600
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 16-64,Active ,In employment ,Self Employed , Females ,10200
Apr 2020-Mar 2021,Local Authority,Merton,Aged 16-64,Active ,In employment ,Self Employed , Females ,6600
Apr 2020-Mar 2021,Local Authority,Newham,Aged 16-64,Active ,In employment ,Self Employed , Females ,6800
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 16-64,Active ,In employment ,Self Employed , Females ,6300
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 16-64,Active ,In employment ,Self Employed , Females ,6600
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 16-64,Active ,In employment ,Self Employed , Females ,9800
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 16-64,Active ,In employment ,Self Employed , Females ,5200
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 16-64,Active ,In employment ,Self Employed , Females ,5300
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 16-64,Active ,In employment ,Self Employed , Females ,6600
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 16-64,Active ,In employment ,Self Employed , Females ,16800
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 16-64,Active ,In employment ,Self Employed , Females ,7700
Apr 2020-Mar 2021,Region,London,Aged 16-64,Active ,In employment ,Self Employed , Females ,261700
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 16-64,Active ,In employment ,Unemployed , Males ,5100
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 16-64,Active ,In employment ,Unemployed , Males ,4000
Apr 2020-Mar 2021,Local Authority,Brent,Aged 16-64,Active ,In employment ,Unemployed , Males ,3800
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 16-64,Active ,In employment ,Unemployed , Males ,3200
Apr 2020-Mar 2021,Local Authority,Camden,Aged 16-64,Active ,In employment ,Unemployed , Males ,5000
Apr 2020-Mar 2021,Local Authority,City of London,Aged 16-64,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 16-64,Active ,In employment ,Unemployed , Males ,9900
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 16-64,Active ,In employment ,Unemployed , Males ,4900
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 16-64,Active ,In employment ,Unemployed , Males ,5200
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 16-64,Active ,In employment ,Unemployed , Males ,5700
