
"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Total"
"Age        :","All categories: Age 16+"
"measure    :","Claimant count"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Total"
"Age        :","Age unknown (clerical claims)"
"measure    :","Claimants as a proportion of economically active residents aged 16+"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Total"
"Age        :","Age unknown (clerical claims)"
"measure    :","Claimants as a proportion of the workforce"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Total"
"Age        :","Aged 16-24"
"measure    :","Claimant count"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",23935,61420,45585,31240,51300,38955,79830,55370,32255,23460,38965,11505
"February 2021",24355,63770,46990,32670,53190,40580,81635,57215,33305,24070,40050,11780
"March 2021",24440,64415,47050,32820,53670,40745,81765,57305,33480,24110,40665,11805
"April 2021",23890,62955,45915,32145,52625,39760,80280,55700,32245,23525,39760,11375
"May 2021",22330,58495,42515,29760,49265,36290,74865,50855,28775,21675,36820,10600
"June 2021",20600,54175,39315,27520,46155,32885,68885,45925,25560,19875,34060,10015
"July 2021",19600,51420,37435,25800,44140,30780,64910,42830,23480,18675,33215,9575
"August 2021",18720,49070,35655,24545,42330,29060,60480,40070,21845,17725,31315,9355
"September 2021",17830,46080,33820,23145,40055,27050,56410,37370,20240,16610,27445,8700
"October 2021",16810,43105,31785,21745,37865,25260,52085,34920,19025,15650,24925,8175
"November 2021",15825,40795,30125,20455,36050,23985,48825,33085,18140,14900,23515,7555
"December 2021",14985,38305,28220,19300,33730,22485,45365,30870,17125,14155,22140,6940
"January 2022",14595,36965,27195,18595,32510,21160,42405,29500,16530,13780,21245,6410
"February 2022",14700,37355,27375,18920,33055,21215,42050,29450,16550,13945,21520,6460
"March 2022",14020,36575,26735,18385,32545,20505,40830,28510,16085,13435,20555,6325
"April 2022",12925,35000,25420,17240,31330,19165,38740,26650,14555,12110,19190,6180
"May 2022",12605,33900,24620,16600,30245,18100,37380,25220,13695,11680,18570,5835
"June 2022",12425,33465,24245,16440,29865,17695,37050,24650,13300,11605,18605,5745
"July 2022",12685,33845,24720,16750,30285,17635,37365,24675,13170,11695,19815,5885
"August 2022",13015,34560,25290,17345,30885,18120,38230,25325,13395,12085,20200,6070
"September 2022",13060,34510,25380,17150,30875,18025,38945,25275,13440,12065,18975,6085
"October 2022",13310,34650,25620,17225,31070,18275,39295,25775,13690,12140,18755,6135
"November 2022",13520,35060,26030,17535,31705,18575,39750,26170,14175,12410,19000,6140
"December 2022",13485,35090,26010,17790,31790,18775,39345,26305,14560,12505,19225,6135
"January 2023",13435,34960,26160,17885,31510,18730,38105,26200,14540,12290,19095,5885
"February 2023",13805,36165,27055,18455,32505,19250,38895,26650,14860,12750,19590,6005
"March 2023",14000,37200,27835,18805,33320,19785,39655,27150,15145,12955,20255,6205
"April 2023",13755,37090,27940,18845,33615,19855,39920,27205,15020,12830,20400,6240
"May 2023",13200,36030,27110,18500,33025,19430,39250,26535,14480,12435,19820,5915
"June 2023",13275,35990,27145,18475,33175,19325,39660,26535,14500,12205,19850,5820
"July 2023",13505,36100,27370,18860,33470,19510,40615,26790,14630,12200,20550,6020
"August 2023",13600,36470,27610,19020,33790,19675,41320,27110,14785,12355,20560,6230
"September 2023",13445,36485,27535,19130,33990,19865,41690,27315,14880,12385,19085,6375
"October 2023",13565,36685,27800,19325,34250,20065,42495,27730,15185,12525,19055,6305
"November 2023",13530,37085,28445,19325,34550,20615,43155,28040,15790,12795,19195,6120
"December 2023",13295,36500,28790,19275,34440,20585,43165,27895,15905,12670,19135,6000
"January 2024",13315,36490,29015,19395,34590,20720,42900,28330,16245,12610,19140,5740
"February 2024",13590,37195,29235,19860,35580,21375,44015,29060,16770,12835,19345,5770
"March 2024",13540,37545,29200,20175,36185,21555,44705,29470,16850,12920,19785,5915
"April 2024",13280,37045,28865,19885,35590,21255,44250,28915,16395,12595,19455,5745
"May 2024",13110,36595,28370,19605,35225,20905,44220,28480,15820,12365,19335,5580
"June 2024",12920,36485,28435,19500,35195,20580,44575,27865,15485,12270,19445,5545
"July 2024",13275,37595,29360,20175,36265,21275,46240,28695,15865,12495,20275,5835
"August 2024",13535,38510,29975,20635,37570,21815,47135,29195,16125,12800,20965,6100



"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Total"
"Age        :","Aged 16-24"
"measure    :","Claimants as a proportion of residents aged 16-64"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Total"
"Age        :","Aged 16-24"
"measure    :","Claimants as a proportion of economically active residents aged 16+"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
